Title,Date,URL,Status,Playlists
Open Source security and Bazel,2025-04-15,https://www.youtube.com/watch?v=b39yB7sRlXU,Not started,BazelCon 2022
Hermetic shell scripts in Bazel,2025-04-15,https://www.youtube.com/watch?v=cITx3J8U4-M,Not started,BazelCon 2022
Doting on Docs,2025-04-15,https://www.youtube.com/watch?v=0DEhbERS9E4,Not started,BazelCon 2022
Open-source and hosted fuzz testing,2025-04-15,https://www.youtube.com/watch?v=387_4Ysdm04,Not started,BazelCon 2022
How Stripe's new tool detects extraneous Java dependencies,2025-04-15,https://www.youtube.com/watch?v=4QCT5Y7O4pA,Not started,BazelCon 2022
Running millions of simulations and builds to develop and evaluate autopilot at scale,2025-04-15,https://www.youtube.com/watch?v=5xI1Pzph8Kk,Not started,BazelCon 2022
Runfiles and where to find them,2025-04-15,https://www.youtube.com/watch?v=9_PoJQvj8JE,Not started,BazelCon 2022
Building a monorepo with Bazel,2025-04-15,https://www.youtube.com/watch?v=AzwH4Q822e0,Not started,BazelCon 2022
The best of both worlds with Nix + Bazel,2025-04-15,https://www.youtube.com/watch?v=FoSCSQO5xhI,Not started,BazelCon 2022
Measuring Open Source project health - inside and outside of Google,2025-04-15,https://www.youtube.com/watch?v=GH1BhZG-LO0,Not started,BazelCon 2022
Improving developer experiences with EngFlow,2025-04-15,https://www.youtube.com/watch?v=Iuvlwihuiws,Not started,BazelCon 2022
Introduction to BuildBuddy 3.0,2025-04-15,https://www.youtube.com/watch?v=KMA5JsPT6ZY,Not started,BazelCon 2022
Beyond Bazel: Extending SkyFrame,2025-04-15,https://www.youtube.com/watch?v=lwU1U1C2-X4,Not started,BazelCon 2022
BazelCon 2022 State of the Union,2025-04-15,https://www.youtube.com/watch?v=UeiyiuFolkg,Not started,BazelCon 2022
BazelCon 2022 Keynote,2025-04-15,https://www.youtube.com/watch?v=UArUg4gAv-s,Not started,BazelCon 2022
Bazel software supply chain audit,2025-04-15,https://www.youtube.com/watch?v=Fv6nJbcwXtc,Not started,BazelCon 2022
Bazel and Java development in VS code,2025-04-15,https://www.youtube.com/watch?v=Q5dDm5h2ph8,Not started,BazelCon 2022
Automatic suggestions for optimizing Bazel performance,2025-04-15,https://www.youtube.com/watch?v=fFHlqA1n_No,Not started,BazelCon 2022
Aspect.build: An end-to-end Bazel experience developers want to use,2025-04-15,https://www.youtube.com/watch?v=Bg29vPBnDc0,Not started,BazelCon 2022
Action configuration in Bazel,2025-04-15,https://www.youtube.com/watch?v=jeVSgB7Q55A,Not started,BazelCon 2022
Accelerate Bazel migration with per-target version resolution,2025-04-15,https://www.youtube.com/watch?v=Ui4YtqWhqYU,Not started,BazelCon 2022
with_cfg: Making transitions more accessible,2025-04-15,https://www.youtube.com/watch?v=0cPGejeRc48,Not started,BazelCon 2023
Validation actions: correct builds off the critical path,2025-04-15,https://www.youtube.com/watch?v=lTFfacWgpiY,Not started,BazelCon 2023
Visualizing Build Graphs with Skyscope,2025-04-15,https://www.youtube.com/watch?v=56r3BubHOjI,Not started,BazelCon 2023
Unlocking Bazel's Potential with Monorepo: A Key to Efficient Software Development,2025-04-15,https://www.youtube.com/watch?v=5LiLOSxP8bQ,Not started,BazelCon 2023
Towards Faster Cross-Platform Builds,2025-04-15,https://www.youtube.com/watch?v=tEYsqB0N3nc,Not started,BazelCon 2023
Secure your Bazel artifacts using SLSA,2025-04-15,https://www.youtube.com/watch?v=P7UWW8gIzk8,Not started,BazelCon 2023
SBOMs via Bazel: Roadmap Update,2025-04-15,https://www.youtube.com/watch?v=RgXVy8yENb0,Not started,BazelCon 2023
Reusing bazel’s analysis cache by cloning micro-VMs,2025-04-15,https://www.youtube.com/watch?v=k30xZfiRZYo,Not started,BazelCon 2023
Remote Output Service - How not to have your bytes and eat them too,2025-04-15,https://www.youtube.com/watch?v=dO86hnuRW1g,Not started,BazelCon 2023
"Remote execution, the DIY edition",2025-04-15,https://www.youtube.com/watch?v=tNY7qiHOdoY,Not started,BazelCon 2023
RabbitMQ and the Story of rules_erlang,2025-04-15,https://www.youtube.com/watch?v=5f4J1ewTddY,Not started,BazelCon 2023
Python and Bazel: Aspect’s rules_py,2025-04-15,https://www.youtube.com/watch?v=rZ092_8xG0M,Not started,BazelCon 2023
Planting Bazel in barren soil: A Perl Story,2025-04-15,https://www.youtube.com/watch?v=-TXNXKdlHcg,Not started,BazelCon 2023
Multi-platforms Build with Remote Build Execution,2025-04-15,https://www.youtube.com/watch?v=AiMhq6ufSqU,Not started,BazelCon 2023
Migrating a multiple-platform game engine to Bazel,2025-04-15,https://www.youtube.com/watch?v=Y1bDokyp8js,Not started,BazelCon 2023
Kickoff: A Cross-Platform Native Launcher,2025-04-15,https://www.youtube.com/watch?v=yDgmOhaK9oE,Not started,BazelCon 2023
JDK21 and Bazel,2025-04-14,https://www.youtube.com/watch?v=eH9Zi9j1GfY,Not started,BazelCon 2023
Intellij IDEA & Bazel: what aspects can tell us about your project?,2025-04-14,https://www.youtube.com/watch?v=O830YXmbxk4,Not started,BazelCon 2023
Improving CI efficiency with Bazel querying and bazel-diff,2025-04-14,https://www.youtube.com/watch?v=SNC46QH3Guc,Not started,BazelCon 2023
I'm an Imposter and So Can You: working in many languages at once,2025-04-14,https://www.youtube.com/watch?v=MXs7MD5e-kk,Not started,BazelCon 2023
How we build without the public internet,2025-04-14,https://www.youtube.com/watch?v=LZD5GDap1d4,Not started,BazelCon 2023
How Uber Manages Go Dependencies with Bzlmod,2025-04-14,https://www.youtube.com/watch?v=hIqzkUE_pSY,Not started,BazelCon 2023
Finding and Fixing Strange Builds with BuildBuddy,2025-04-14,https://www.youtube.com/watch?v=EinVdeDxbXY,Not started,BazelCon 2023
Empyrean Evaluation,2025-04-14,https://www.youtube.com/watch?v=VjjraCc2CRU,Not started,BazelCon 2023
"Dude, where’s my ram? An adventure in finding a ram thief in starlark land",2025-04-14,https://www.youtube.com/watch?v=h8c4QQNtiAI,Not started,BazelCon 2023
Building Self Driving Cars with Bazel - Part 2: Scaling,2025-04-14,https://www.youtube.com/watch?v=StZQCOs-lnw,Not started,BazelCon 2023
Building a great web application development experience with Bazel,2025-04-14,https://www.youtube.com/watch?v=Qpz9izEyeqI,Not started,BazelCon 2023
"Buildbarn - Remote execution with 100 to 100,000 CPUs",2025-04-14,https://www.youtube.com/watch?v=O6bhB1JDNvU,Not started,BazelCon 2023
"Bringing Bazel to Windows, then and now",2025-04-14,https://www.youtube.com/watch?v=ZBs6nurREvY,Not started,BazelCon 2023
BazelCon 2023 Keynote,2025-04-14,https://www.youtube.com/watch?v=id3Jc8RRl3Q,Not started,BazelCon 2023
Bazel-lib for BUILD and rules authors,2025-04-14,https://www.youtube.com/watch?v=KoXN07MdIuo,Not started,BazelCon 2023
Bazel-building an iOS app containing 330+ frameworks,2025-04-14,https://www.youtube.com/watch?v=pf8wUZaBdQw,Not started,BazelCon 2023
Bazel Rules,2025-04-14,https://www.youtube.com/watch?v=1qesZNoCpkk,Not started,BazelCon 2023
Bazel observability and remote services in a multi build tool organization,2025-04-14,https://www.youtube.com/watch?v=ocTdIki2lco,Not started,BazelCon 2023
Bazel build analytics with ThoughtSpot,2025-04-14,https://www.youtube.com/watch?v=-DMvVjcihq8,Not started,BazelCon 2023
Automating Build Files,2025-04-14,https://www.youtube.com/watch?v=cQ0nQpLiM50,Not started,BazelCon 2023
Aspect Workflows,2025-04-14,https://www.youtube.com/watch?v=Wb_WirFEnnE,Not started,BazelCon 2023
A new way to manage dependencies: How we extended bzlmod,2025-04-14,https://www.youtube.com/watch?v=YQE8QoUzu4E,Not started,BazelCon 2023
A founder journey: from building Bazel to giving it super powers with EngFlow,2025-04-14,https://www.youtube.com/watch?v=oU4ZBfHcjpk,Not started,BazelCon 2023
2023 State of the Union,2025-04-14,https://www.youtube.com/watch?v=IIrAKbRBen0,Not started,BazelCon 2023
Why push OpenUSD through international standards bodies when it’s already open source?,2025-04-14,https://www.youtube.com/watch?v=db9UgSxct_4,Not started,
LF Live Webinar: The CTO’s Guide to Reshaping Observability in 2025,2025-04-10,https://www.youtube.com/watch?v=KtQdUxRzvXo,Not started,LF Live Webinars
Deepseek Shakes Up AI Market,2025-04-09,https://www.youtube.com/watch?v=GHGeOrKilQ4,Not started,
Standardizing the 'HTML of 3D': The Progress of the Alliance for OpenUSD,2025-04-09,https://www.youtube.com/watch?v=4Wp4nTU9UzE,Not started,Interviews
"Big themes are surfacing across open source this week: AI integrity, cloud economics, decentralized",2025-04-08,https://www.youtube.com/watch?v=ZV-_ZlOWIpU,Not started,LF Quick Hits
🌐 Open source is expanding its reach,2025-04-01,https://www.youtube.com/watch?v=WzusOuz2Erg,Not started,LF Quick Hits
"🌍 From the edge to the energy grid to your next LLM project, open source is accelerating fast this",2025-03-26,https://www.youtube.com/watch?v=eKWzWRIIbv4,Not started,LF Quick Hits
LF Live Webinar: The Path to IaC Independence: How Talkdesk Runs Enterprise-Grade OpenTofu,2025-03-25,https://www.youtube.com/watch?v=L5en3idD6kc,Not started,LF Live Webinars
Linux Foundation’s LF Broadband drives open innovation in telecom | Arpit Joshipura,2025-03-25,https://www.youtube.com/watch?v=CglAbC0VyQE,Not started,Interviews
LF Live Webinar: Unlocking the Power and Speed of GenAI Inference on CPUs,2025-03-19,https://www.youtube.com/watch?v=3vfIOKWEiFg,Not started,"LF Live Webinars, Linux Training"
Linux Foundation Member Summit 2025 - Keynote Sessions,2025-03-18,https://www.youtube.com/watch?v=VjbwdhVYcQI,Not started,
"🚀 Open source is moving fast—AI, security, and collaboration are making big shifts this week.",2025-03-18,https://www.youtube.com/watch?v=oXlHDBXyjp8,Not started,LF Quick Hits
Linux Foundation X JASA 共同Webinar企画  (Jointly Presented by LF and JASA),2025-03-14,https://www.youtube.com/watch?v=AJFWdK-t-2A,Not started,
"Overview of PCI(e) Subsystem - Kishon Vijay Abraham, Texas Instruments",2025-03-10,https://www.youtube.com/watch?v=3ic61kJNEQ0,Not started,
The Linux Foundation Research 2025 Agenda,2025-03-05,https://www.youtube.com/watch?v=dihPHvFxC9o,Not started,LF Research
How Open Source Is Revolutionizing The Automotive Industry With AGL | Dan Cauchy,2025-03-04,https://www.youtube.com/watch?v=yCZeTmzUpDY,Not started,
"🌍 Open source is driving massive innovation across AI, security, and cloud-native tech.",2025-03-04,https://www.youtube.com/watch?v=9nnk1f70DCA,Not started,LF Quick Hits
OpenSSF security baseline strengthens open source software security | Christopher “CRob” Robinson,2025-03-03,https://www.youtube.com/watch?v=qXeEl9ZWgj0,Not started,Interviews
Decentralizing AI And Restoring Data Control Through Open Source | Hilary Carter,2025-02-28,https://www.youtube.com/watch?v=_ms5NbRUSTM,Not started,Interviews
The Power of Open Interoperability,2025-02-27,https://www.youtube.com/watch?v=ScYNM7o_fPA,Not started,LF Research
LF Live Webinar:  Simplifying AI Container Orchestration on Vultr with dstack,2025-02-25,https://www.youtube.com/watch?v=5L2jEm6Z9Hc,Not started,LF Live Webinars
"Open source is making bold moves across AI, networking, and even post-quantum security.",2025-02-25,https://www.youtube.com/watch?v=OEm7GrQmKJU,Not started,LF Quick Hits
2025 Top 10 IT Training & Certification Trends,2025-02-21,https://www.youtube.com/watch?v=wO46rqYwglc,Not started,2025 Top 10 IT Training & Certification Trends
Why do 83% of Companies Say AI Must Be Open?,2025-02-20,https://www.youtube.com/watch?v=sPRFDSAtSHs,Not started,LF Research
OpenSSF and LF Europe Collaborate to Ensure Open Source Compliance With Laws Like CRA,2025-02-19,https://www.youtube.com/watch?v=zellGCTlhBo,Not started,Interviews
🌎 Open source is shaping the future—and fast.,2025-02-18,https://www.youtube.com/watch?v=KUTip9tgqRY,Not started,LF Quick Hits
"LF Quick Hits: Cloudflare’s Big Move, PyTorch Warp, Open Source Security & More!",2025-02-11,https://www.youtube.com/watch?v=HpqWjhjwmcQ,Not started,LF Quick Hits
"LFX Mentorship Showcase Speakers: Asmit Malakannawar, prateek singh, Deepesha Burse, Akshay Gaikw...",2025-02-07,https://www.youtube.com/watch?v=ZBK5wKpvM3s,Not started,Open Source Summit Europe 2024
How Polar Signals leverages eBPF for efficient profiling and cost optimization | Frederic Branczyk,2025-02-05,https://www.youtube.com/watch?v=-uMn4MPZODw,Not started,Interviews
"🔥 LF Quick Hits: This Week’s Biggest Open Source News (PyTorch, Zephyr, FINOS & More!) #OpenSource",2025-02-04,https://www.youtube.com/watch?v=XL-MJ1LkIBU,Not started,LF Quick Hits
LF India will accelerate the growth of open source culture in the region,2025-01-31,https://www.youtube.com/watch?v=xaZwqpa_O5U,Not started,Interviews
Open source will play a significant role in advancing AI innovation | Hilary Carter,2025-01-29,https://www.youtube.com/watch?v=fSo7fzK6kVY,Not started,Interviews
🌍 What’s next for open source collaboration?,2025-01-29,https://www.youtube.com/watch?v=045R2uLsKRY,Not started,LF Research
LF Live Webinar: Top AI Infrastructure Trends to Watch in 2025,2025-01-28,https://www.youtube.com/watch?v=TtmiZHNC2H8,Not started,LF Live Webinars
LF QUICK HITS Episode 1,2025-01-28,https://www.youtube.com/watch?v=iTJUZWh_phs,Not started,LF Quick Hits
LF Quick Hits Episode 1,2025-01-28,https://www.youtube.com/watch?v=hYL0VFZ60o0,Not started,LF Quick Hits
LF Live Webinar: Building High-Performance Object Storage Architecture for AI Workloads,2025-01-23,https://www.youtube.com/watch?v=6zTIejnySyY,Not started,LF Live Webinars
Mentorship Session: Designing Custom Linux Schedulers with sched_ext,2025-01-22,https://www.youtube.com/watch?v=jsLjg9tGuVI,Not started,LF Live: Mentorship Series
Why should you read Decentralization and AI?,2025-01-21,https://www.youtube.com/watch?v=oydPbDZwkSI,Not started,LF Research
🎥 3 Big Reasons to Read the Open Source Congress Report,2025-01-16,https://www.youtube.com/watch?v=NO-IQfh9qoU,Not started,LF Research
🌍 Open Source Congress 2024: Where innovation meets collaboration!,2025-01-14,https://www.youtube.com/watch?v=fpWhYOvX_HA,Not started,LF Research
Open Source Congress 2024,2025-01-10,https://www.youtube.com/watch?v=vxHTKmVbISM,Not started,LF Research
🌟 2024: A Year of Open Source Impact 🌐,2024-12-31,https://www.youtube.com/watch?v=tGssuoA8odw,Not started,
The Linux Foundation 2024 Annual Report,2024-12-18,https://www.youtube.com/watch?v=QJoqL7-42RU,Not started,LF Research
What are the unique needs of open-source developers? Hilary Carter,2024-12-17,https://www.youtube.com/watch?v=hPVB7i-WnCM,Not started,Interviews
"Open source in Europe: Opportunities, challenges, and the path forward in 2024",2024-12-13,https://www.youtube.com/watch?v=34gOXBLkorE,Not started,Interviews
🌐 A More Open Digital World Awaits,2024-12-12,https://www.youtube.com/watch?v=XxFwCJUMe4A,Not started,LF Research
Take advantage of CyberWeek savings with certifications from the Linux Foundation,2024-12-11,https://www.youtube.com/watch?v=mbifqgSgw7A,Not started,Cyber week Ambassadors
Three K8s Certifications with BIG savings until December 11,2024-12-10,https://www.youtube.com/watch?v=iUo8FGhJhss,Not started,Cyber week Ambassadors
Confidential Computing Consortium is democratizing Confidential Computing | Mike Bursell,2024-12-09,https://www.youtube.com/watch?v=hH4j_zPxMe4,Not started,Interviews
BIG CyberWeek Savings on Kuberketes Certifications from the Linux Foundation,2024-12-09,https://www.youtube.com/watch?v=4WHIHE6iac0,Not started,Cyber week Ambassadors
CyberWeek is here! Save BIG on Linux Foundation courses and certifications,2024-12-06,https://www.youtube.com/watch?v=zICSyH1u0qw,Not started,Cyber week Ambassadors
LF Live Webinar: Census III of Free and Open Source Software: Application Libraries,2024-12-05,https://www.youtube.com/watch?v=eED3qoQ61p4,Not started,LF Live Webinars
Save BIG on Linux Foundation CyberWeek Training and Certifications,2024-12-05,https://www.youtube.com/watch?v=0vizBY78514,Not started,Cyber week Ambassadors
"2024 GENERATIVE AI Report by LF Research , CNCF, and LF AI & Data",2024-12-04,https://www.youtube.com/watch?v=-Wxd3vy3I64,Not started,"LF Research, LF Research"
LF Live Webinar: New Advancements in PNFS / NFS v4.2 for High-Performance and Distributed Storage,2024-12-03,https://www.youtube.com/watch?v=92_LY0r8j_g,Not started,LF Live Webinars
Standardizing telco APIs: CAMARA's vision for global connectivity | Markus Kümmerle,2024-12-02,https://www.youtube.com/watch?v=BrTpnb13ecQ,Not started,Interviews
The 2024 State of OSPOs and Open Source Management,2024-11-26,https://www.youtube.com/watch?v=BJ08h7sf2gY,Not started,LF Research
NASA & ESA collaborate with Linux Foundation on Linux for space applications,2024-11-25,https://www.youtube.com/watch?v=1wgbKh5u3zU,Not started,Interviews
Advancing developer relations: The Linux Foundation’s new initiative explained,2024-11-21,https://www.youtube.com/watch?v=l1dlLaPVCZ8,Not started,Interviews
Linux Foundation Member Summit 2024 - Keynote Sessions,2024-11-20,https://www.youtube.com/watch?v=9gwTMW901ew,Not started,
"Keynote: Closing Remarks - Bailey Hayes, CTO, Cosmonic",2024-11-18,https://www.youtube.com/watch?v=ofq7j-E2snY,Not started,WasmCon 2024
"Keynote: Welcome Back Remarks - Bailey Hayes, CTO, Cosmonic",2024-11-18,https://www.youtube.com/watch?v=aU9NhzWRs6I,Not started,WasmCon 2024
"Behind the Scenes: Debugging Kotlin/Wasm - Artem Kobzar, JetBrains",2024-11-18,https://www.youtube.com/watch?v=JZExHNWRfHI,Not started,WasmCon 2024
Keynote: Safety-Critical Meets Web-Native: Wasm Revolutionizes Embedded Systems - Panel Discussion,2024-11-18,https://www.youtube.com/watch?v=H8sFpYsbkMA,Not started,WasmCon 2024
"Keynote: FaaS Platform Engineering with Wasm- Vamsi Sangavarapu, VP of Engineering, American Express",2024-11-18,https://www.youtube.com/watch?v=rZG9KPFeGUI,Not started,WasmCon 2024
Workshop: Implementing a Wasm Native Database API with Couchbase - Laurent Doguin & Victor Adossi,2024-11-18,https://www.youtube.com/watch?v=Cc5FcP8rMQ0,Not started,WasmCon 2024
"Wasm Ecosystem Q&A - Alex Crichton, Fermyon",2024-11-18,https://www.youtube.com/watch?v=l3WAQ1NFkmk,Not started,WasmCon 2024
"Workshop: Choose Your Own Adventure: Wasm Edition - Bailey Hayes & Taylor Thomas, Cosmonic",2024-11-18,https://www.youtube.com/watch?v=m32xCXoQhD8,Not started,WasmCon 2024
"Keynote: WebAssembly & the Future of NGINX - Oscar Spencer, Principal Engineer, F5 NGINX",2024-11-18,https://www.youtube.com/watch?v=9L9RlEP-oeA,Not started,WasmCon 2024
"wRPC: Distributed Components, No Assembly Required - Roman Volosatovs & Taylor Thomas, Cosmonic",2024-11-18,https://www.youtube.com/watch?v=EYqZYXjCvkY,Not started,WasmCon 2024
"Panel Discussion: Playing Safely in the... Ram Iyengar, Ralph Squillace,  Luke Wagner & Bailey Hayes",2024-11-18,https://www.youtube.com/watch?v=Lq5l6TPhxw4,Not started,WasmCon 2024
"Sponsored Keynote: WordPress Meets WASM: Full Power of the CMS In Any... Jason Bahl, Code Wrangler",2024-11-18,https://www.youtube.com/watch?v=QvHsj1B_fsA,Not started,WasmCon 2024
Whamm! A WebAssembly Bytecode Instrumentation DSL - Elizabeth Gilbert,2024-11-18,https://www.youtube.com/watch?v=gtx8RXxL5K0,Not started,WasmCon 2024
"Keynote: Welcome & Opening Remarks - Nigel Poulton, Author and Video Trainer",2024-11-18,https://www.youtube.com/watch?v=ifrykZgqFq8,Not started,WasmCon 2024
"Distributing and Running Containers for Wasm-Enabled Environments - Kohei Tokunaga, NTT",2024-11-18,https://www.youtube.com/watch?v=oyK6_WTcXvQ,Not started,WasmCon 2024
Unleash the Power of Open Source WASM on a Hyper-Distributed Clo... Colin Murphy & Douglas Rodrigues,2024-11-18,https://www.youtube.com/watch?v=qP3qkG9VMxA,Not started,WasmCon 2024
The Future of Green Cloud: Serverless WebAssembly on Arm64 Archi... Kate Goldenring & Aaron Williams,2024-11-18,https://www.youtube.com/watch?v=svFrWBtB9tM,Not started,WasmCon 2024
"WebAssembly at Google - Thomas Nattestad & Thomas Steiner, Google",2024-11-18,https://www.youtube.com/watch?v=wM-fsxSixgM,Not started,WasmCon 2024
Wasi-Webgpu: Build Beautiful Graphics and Safely Run AI with Any GPU - Sean Isom & Mendy Berger,2024-11-18,https://www.youtube.com/watch?v=zLge2-_0Occ,Not started,WasmCon 2024
Lightning Talk: From Server to Client: Ruby on Rails on WebAssembly - Vladimir Dementyev,2024-11-18,https://www.youtube.com/watch?v=z_iWZrC3rtQ,Not started,WasmCon 2024
"Composable Concurrency for WebAssembly Components - Joel Dice, Fermyon Technologies",2024-11-18,https://www.youtube.com/watch?v=hgWkiWeGEzk,Not started,WasmCon 2024
Elevating Serverless Platforms with Wasm Components - Ritesh Rai & Vamsi Sangavarapu,2024-11-18,https://www.youtube.com/watch?v=KrugZVTKDKk,Not started,WasmCon 2024
"Deploying machine learning in wasm to CPU, GPU and NPU with the new wa... Jianjun Zhu & Andrew Brown",2024-11-18,https://www.youtube.com/watch?v=L71GUmOs5CE,Not started,WasmCon 2024
"Do More in the Browser with Wasm Components - Calvin Prewitt, JAF Labs & Mendy Berger, Renderlet",2024-11-18,https://www.youtube.com/watch?v=OYNL3uP0r4c,Not started,WasmCon 2024
"Embedded Limbo Dancing with Wasm - Dominik Tacke, Siemens AG & Keith Winstein, Stanford University",2024-11-18,https://www.youtube.com/watch?v=RFfZC7Skra8,Not started,WasmCon 2024
Keynote: Incrementally Extending WASI 0.2 to 0.3 and Beyond - Luke Wagner,2024-11-18,https://www.youtube.com/watch?v=W3f8AAte0LM,Not started,WasmCon 2024
"Contain Yourself: Wasm and the OCI Spec - Taylor Thomas, Cosmonic & James Sturtevant, Microsoft",2024-11-18,https://www.youtube.com/watch?v=Y8ZDBOR_2Ms,Not started,WasmCon 2024
"Bootstrapping Ecosystems: Unveiling the Power of the Component Model - Oscar Spencer, F5 NGINX",2024-11-18,https://www.youtube.com/watch?v=aVf86mj33pE,Not started,WasmCon 2024
The WebAssembly Component Model - Rocketfuel for WebDevelopment and APIs - Timo Stark,2024-11-18,https://www.youtube.com/watch?v=bu-J1gJJQVE,Not started,WasmCon 2024
"Exploring C# Wasm Components - James Sturtevant, Microsoft",2024-11-18,https://www.youtube.com/watch?v=cwWb-bE3c4o,Not started,WasmCon 2024
Introducing WasmScore: A Novel Benchmarking Tool Targeting Wasm Efficiency and Perf... Johnnie Birch,2024-11-18,https://www.youtube.com/watch?v=ebUv8VQ4BAA,Not started,WasmCon 2024
Exploring the Landscape for Open Telemetry for Wasm - Shivay Lamba & Saiyam Pathak,2024-11-18,https://www.youtube.com/watch?v=1zAsRC3q9D4,Not started,WasmCon 2024
"Keynote: Closing Remarks - Nigel Poulton, Author and Video Trainer",2024-11-18,https://www.youtube.com/watch?v=7IOih_PZvIs,Not started,WasmCon 2024
Protecting Wasm Workloads with Confidential Computing and TEE... Drasko Draskovic & Dušan Borovčanin,2024-11-18,https://www.youtube.com/watch?v=7lnKbxcbQQs,Not started,WasmCon 2024
Sponsored Keynote: Secure and Efficient Sensing Applications with Wasm - Dan Mihai Dumitriu,2024-11-18,https://www.youtube.com/watch?v=8K5RyiZFxx4,Not started,WasmCon 2024
"A Walking Tour of Wasm-Tools - Alex Crichton, Fermyon",2024-11-18,https://www.youtube.com/watch?v=9O5NNOUuHPI,Not started,WasmCon 2024
WebAssembly for IoT Devices: Interfacing with USB and I2C... Merlijn Sebrechts & Michiel Van Kenhove,2024-11-18,https://www.youtube.com/watch?v=BQyNe_9fkp4,Not started,WasmCon 2024
"Component Model in Software Defined Vehicles - Christof Petig, Aptiv",2024-11-18,https://www.youtube.com/watch?v=BniBkuO9i8s,Not started,WasmCon 2024
"Next-Level Powers: Enhance Your IDP with the WASM and Dapr Hero Team-Up! - Engin Diri, Pulumi",2024-11-18,https://www.youtube.com/watch?v=EDY6gboUQVo,Not started,WasmCon 2024
"Integrating Apache Arrow on WASM using Component Model - Sehyo Chang, InfinyOn",2024-11-18,https://www.youtube.com/watch?v=Fv74WX0Q03Q,Not started,WasmCon 2024
"WASI to Go: Write Once, Go Anywhere - Jiaxiao Zhou, Microsoft & Randy Reddig, Fastly",2024-11-18,https://www.youtube.com/watch?v=IM9Leoqc-xY,Not started,WasmCon 2024
Keynote: The Wasm Wilderness: Technological Peaks We've Reached with WebAssembly - Kate Goldenring,2024-11-18,https://www.youtube.com/watch?v=UCb_5JdU2i8,Not started,WasmCon 2024
Mentorship Session: Using Clang and LLVM to Build the Linux Kernel,2024-11-13,https://www.youtube.com/watch?v=y458QwEfSsU,Not started,LF Live: Mentorship Series
LF Networking’s Thoth enables telcos to leverage domain-specific AI,2024-11-12,https://www.youtube.com/watch?v=DrzevO2WwIg,Not started,Interviews
Countdown to #KubeCon + #CloudNativeCon NA in Salt Lake City!,2024-11-08,https://www.youtube.com/watch?v=WctMdOXU-eQ,Not started,KubeCon + CloudNativeCon NA 2024
Why healthcare trails in open source adoption | Linux Foundation Research,2024-11-08,https://www.youtube.com/watch?v=xvLvJNvMXPI,Not started,Interviews
"LFX Mentorship Showcase - Moderated by Shuah Khan, The Linux Foundation",2024-11-07,https://www.youtube.com/watch?v=p2Wy2N3OtM8,Not started,Open Source Summit + AI_dev Japan 2024
KubeCon + CloudNativeCon Experience,2024-11-07,https://www.youtube.com/watch?v=MQ8XeSdyTNI,Not started,KubeCon + CloudNativeCon NA 2024
LF Live Webinar: GenAI & Coding: Prompts for Maximum Workflow,2024-11-06,https://www.youtube.com/watch?v=jwG5sXJzC-c,Not started,"LF Live Webinars, Linux Training"
Open Source Summit Europe 2024 Vienna Highlights,2024-11-06,https://www.youtube.com/watch?v=Js_Nz9KF-mI,Not started,
"Secure and Encrypted Boot in Zephyr RTOS - Parthiban N, Linumiz",2024-11-05,https://www.youtube.com/watch?v=F2-dytKj1TU,Not started,Open Source Summit + AI_dev Japan 2024
LF Live Webinar: Optimizing AI Applications with OpenTelemetry,2024-11-05,https://www.youtube.com/watch?v=bW59vfcrETA,Not started,LF Live Webinars
The Power of Global Community Support at #KubeCon + #CloudNativeCon,2024-11-05,https://www.youtube.com/watch?v=9lTos3AU4RI,Not started,KubeCon + CloudNativeCon NA 2024
Empowering Diversity and Collaboration at #Kubecon + #cloudnativecon,2024-11-04,https://www.youtube.com/watch?v=qyA0OE1wwxU,Not started,KubeCon + CloudNativeCon NA 2024
Rethinking Kubernetes Management #kubernetes #cloudnative,2024-11-01,https://www.youtube.com/watch?v=qx2nlNdUAtk,Not started,KubeCon + CloudNativeCon NA 2024
"Improving Bpftrace Reliability - Daniel Xu, Meta",2024-10-31,https://www.youtube.com/watch?v=p__NosE-82o,Not started,Open Source Summit + AI_dev Japan 2024
"How Can Your OSPO Maximize Open Source Business Value for the Organization? - Masae Shida, Broadcom",2024-10-31,https://www.youtube.com/watch?v=trlJva2bqOI,Not started,Open Source Summit + AI_dev Japan 2024
"Contributing to KernelCI for Better Testing and Collaboration - Arisu Tachibana, Cybertrust Japan Co",2024-10-31,https://www.youtube.com/watch?v=vNMNJAdm-fo,Not started,Open Source Summit + AI_dev Japan 2024
"Step by Step, What Should We Do for the Kernel Ecosystem? - Hirotaka Motai, Cybertrust Japan",2024-10-31,https://www.youtube.com/watch?v=vnJ4olzYFxs,Not started,Open Source Summit + AI_dev Japan 2024
"Democratizing Diffusion Models with Diffusers - Sayak Paul, Hugging Face",2024-10-31,https://www.youtube.com/watch?v=xm1qt8k0bvE,Not started,Open Source Summit + AI_dev Japan 2024
"Exploring CXL Memory: Configuration and Emulation - Yasunori Goto, Fsas Technologies Inc.",2024-10-31,https://www.youtube.com/watch?v=AOjnprXKE6g,Not started,Open Source Summit + AI_dev Japan 2024
A Next-generation IoT Platform for Edge AI Apps Leveraging Se...- Munehiro Shimomura & Kenji Shimizu,2024-10-31,https://www.youtube.com/watch?v=MPHxh78qPAI,Not started,Open Source Summit + AI_dev Japan 2024
